보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
대동43,1,,경상북도 경산시 대동 57-1,35.83904451,128.7504967,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동45,1,,경상북도 경산시 대동 32-5,35.83843283,128.7519453,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동46,1,,경상북도 경산시 대동 32-2,35.83832022,128.7518925,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동47,1,,경상북도 경산시 대동 21-4,35.83897291,128.7517456,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동48,1,,경상북도 경산시 대동 38,35.83879901,128.7515439,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동49,1,,경상북도 경산시 대동 36,35.83858684,128.7516331,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동50,1,,경상북도 경산시 대동 46,35.83865719,128.7510107,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동51,1,,경상북도 경산시 대동 57-2,35.83806486,128.750683,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동52,1,,경상북도 경산시 대동 57-24,35.83876781,128.7505929,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동54,1,,경상북도 경산시 대동 158-19,35.83699263,128.7520607,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동55,1,,경상북도 경산시 대동 32-2,35.83832483,128.7518503,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동57,1,,경상북도 경산시 대동 69,35.83736064,128.7500277,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동58,1,,경상북도 경산시 대동 84,35.83614713,128.7492504,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동59,1,,경상북도 경산시 대동86,35.83586453,128.7487398,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동60,1,,경상북도 경산시 대동 135-1,35.83759524,128.7510951,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동61,1,,경상북도 경산시 대동 152,35.83792798,128.7533794,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동62,1,,경상북도 경산시 임당동 670-2,35.83917085,128.7502208,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동63,1,,경상북도 경산시 대동 141-1,35.83792144,128.751342,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동64,1,,경상북도 경산시 대동 141-5,35.83774445,128.7512332,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동65,1,,경상북도 경산시 대동 29-18,35.83864917,128.7522406,2021.0,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동66,1,,경상북도 경산시 대동 29-11,35.83847594,128.752889,2022.0,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동67,1,,경상북도 경산시 대동 155-2,35.83753192,128.7534665,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동57(영대57),1,,경상북도 경산시 대동 250-32,35.83643333,128.7514822,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동58(영대58),1,,경상북도 경산시 대동 167-5,35.83694463,128.7529371,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동59(영대59),1,,경상북도 경산시 조영동 594,35.83853339,128.75298,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동60(영대60),1,,경상북도 경산시 조영동 594,35.83855397,128.75298,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대동65(영대65),1,,경상북도 경산시 조영동 594,35.83853339,128.75298,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
대정동61,1,,경상북도 경산시 임당동 77-2,35.84596014,128.7410431,2022.0,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동52,1,,경상북도 경산시 계양동 665-6,35.82190156,128.7513991,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동53,1,,경상북도 경산시 계양동 687-14,35.81826843,128.7499856,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동54,1,,경상북도 경산시 계양동 670-1,35.82107158,128.7504209,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동55,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동56,1,,경상북도 경산시 계양동 696,35.8220813,128.7499722,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동57,1,,경상북도 경산시 계양동 696,35.82202459,128.7499722,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동58,1,,경상북도 경산시 계양동 696,35.82202459,128.7499722,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동59,1,,경상북도 경산시 계양동 696,35.82202459,128.7499722,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동60,1,,경상북도 경산시 계양동 696,35.82202459,128.7499722,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동61,1,,경상북도 경산시 계양동 697,35.82142662,128.7514805,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동62,1,,경상북도 경산시 계양동 697,35.821482,128.7514805,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동63,1,,경상북도 경산시 계양동 697,35.82142662,128.7514805,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동64,1,,경상북도 경산시 계양동 697,35.82142662,128.7514805,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동65,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동66,1,,경상북도 경산시 계양동 698,35.8206884,128.7519732,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동67,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동68,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동69,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동70,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동71,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동72,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동73,1,,경상북도 경산시 계양동 698,35.82068361,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동74,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동75,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동76,1,,경상북도 경산시 계양동 699,35.82140336,128.7500992,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동77,1,,경상북도 경산시 계양동 699,35.82140336,128.7500992,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동78,1,,경상북도 경산시 계양동 699,35.82140336,128.7500992,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동79,1,,경상북도 경산시 계양동 699,35.82140336,128.7500992,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동80,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동81,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동82,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동83,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동84,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동85,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동86,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동87,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동88,1,,경상북도 경산시 계양동 701,35.82045515,128.7496334,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동89,1,,경상북도 경산시 계양동 701,35.82045515,128.7496334,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동90,1,,경상북도 경산시 계양동 701,35.82045515,128.7496334,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동91,1,,경상북도 경산시 계양동 702,35.81967283,128.7506586,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동92,1,,경상북도 경산시 계양동 702,35.81967283,128.7506586,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동93,1,,경상북도 경산시 계양동 702,35.81967283,128.7506586,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동94,1,,경상북도 경산시 계양동 703,35.8197218,128.7500342,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동95,1,,경상북도 경산시 계양동 703,35.8197218,128.7500342,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동96,1,,경상북도 경산시 계양동 703,35.81971039,128.7500342,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동97,1,,경상북도 경산시 계양동 704,35.82008539,128.7487013,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동98,1,,경상북도 경산시 계양동 704,35.82008539,128.748723,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동99,1,,경상북도 경산시 계양동 704,35.82008539,128.7487013,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동100,1,,경상북도 경산시 계양동 704,35.82008539,128.7487013,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동101,1,,경상북도 경산시 계양동 705,35.81772812,128.7521716,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동102,1,,경상북도 경산시 계양동 705,35.81772812,128.7521716,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동103,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동104,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동105,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동106,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동107,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동108,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동109,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동110,1,,경상북도 경산시 계양동 706,35.81805517,128.7496519,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동111,1,,경상북도 경산시 계양동 707,35.81700526,128.747612,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동112,1,,경상북도 경산시 계양동 707,35.81700526,128.7476999,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동113,1,,경상북도 경산시 계양동 707,35.81700526,128.7476999,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동114,1,,경상북도 경산시 계양동 707,35.81700526,128.7476999,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동115,1,,경상북도 경산시 계양동 707,35.81700526,128.7476323,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동116,1,,경상북도 경산시 계양동 707,35.81700526,128.7476999,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동117,1,,경상북도 경산시 계양동 707,35.81700526,128.7476999,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동118,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동119,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동120,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동121,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동122,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동123,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동124,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동125,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동126,1,,경상북도 경산시 계양동 708,35.81712528,128.7487472,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동127,1,,경상북도 경산시 계양동 709,35.81647062,128.7501471,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동128,1,,경상북도 경산시 계양동 709,35.81647062,128.7501471,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동129,1,,경상북도 경산시 계양동 709,35.81647062,128.7501471,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동130,1,,경상북도 경산시 계양동 709,35.8164074,128.7501471,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동131,1,,경상북도 경산시 계양동 709,35.81647062,128.7501471,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동132,1,,경상북도 경산시 계양동 709,35.81647062,128.7501471,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동133,1,,경상북도 경산시 계양동 710,35.81648342,128.7508092,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동134,1,,경상북도 경산시 계양동 710,35.81649637,128.7508092,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동135,1,,경상북도 경산시 계양동 710,35.81649637,128.7508092,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동136,1,,경상북도 경산시 계양동 710,35.81649637,128.7508092,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동149,1,,경상북도 경산시 계양동 694,35.82167617,128.7523742,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동150,1,,경상북도 경산시 계양동 695,35.81965286,128.7478724,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동151,1,,경상북도 경산시 계양동 705,35.81772812,128.7521716,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동153,1,,경상북도 경산시 계양동 452-7(354-4),35.82324676,128.7490661,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동154,1,,경상북도 경산시 계양동 452-7(354-4),35.82324676,128.7490148,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동155,1,,경상북도 경산시 계양동 442-1,35.82402684,128.7492731,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동156,1,,경상북도 경산시 계양동 442-1,35.82407147,128.7492685,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동157,1,,경상북도 경산시 계양동 442-1,35.82402684,128.7492685,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동158,1,,경상북도 경산시 계양동 427-4,35.83049163,128.7521801,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동159,1,,경상북도 경산시 계양동 427-4,35.83049163,128.7521801,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동160,1,,경상북도 경산시 계양동 427-4,35.83049163,128.7521801,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동161,1,,경상북도 경산시 삼풍동 231-1,35.82600921,128.749625,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동162,1,,경상북도 경산시 삼풍동 231-1,35.82600921,128.7496261,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동163,1,,경상북도 경산시 삼풍동 231-1,35.82600921,128.7496419,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동164,1,,경상북도 경산시 삼풍동 230-3,35.82655541,128.7496579,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동165,1,,경상북도 경산시 계양동 363-4,35.82751214,128.7496841,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동166,1,,경상북도 경산시 계양동 363-4,35.82751214,128.7496735,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동167,1,,경상북도 경산시 계양동 363-4,35.82751214,128.7496735,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동168,1,,경상북도 경산시 계양동 363-4,35.82751214,128.7496735,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동169,1,,경상북도 경산시 계양동 363-1,35.83049163,128.7521801,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동170,1,,경상북도 경산시 계양동 354-4,35.82911043,128.7496961,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동171,1,,경상북도 경산시 계양동 354-4,35.8291232,128.7496961,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동172,1,,경상북도 경산시 계양동 354-4,35.82911043,128.7496961,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동173,1,,경상북도 경산시 계양동 354-4,35.82911043,128.7496961,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동174,1,,경상북도 경산시 계양동 111-3,35.83058127,128.7494908,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동175,1,,경상북도 경산시 계양동 111-3,35.8305893,128.7494908,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동176,1,,경상북도 경산시 계양동 111-3,35.83058127,128.7494908,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동177,1,,경상북도 경산시 계양동 661-6,35.82175405,128.749619,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동178,1,,경상북도 경산시 계양동 672-3,35.82167506,128.7490257,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동179,1,,경상북도 경산시 계양동 665-1,35.82219256,128.7512662,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동180,1,,경상북도 경산시 계양동 666-18,35.82110122,128.7524663,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동181,1,,경상북도 경산시 계양동 702,35.81967283,128.7506586,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동182,1,,경상북도 경산시 계양동 697,35.82142662,128.7514805,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동183,1,,경상북도 경산시 계양동 698,35.8206884,128.7519037,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동184,1,,경상북도 경산시 계양동 700,35.8210099,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동185,1,,경상북도 경산시 계양동 700,35.82105204,128.7495687,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동186,1,,경상북도 경산시 계양동 701,35.82045515,128.7496334,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
동부계양동187,1,,경상북도 경산시 계양동 703,35.8197218,128.7500342,,한전주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
북부갑제동5,1,,경상북도 경산시 대동 214-1,35.83049163,128.7521801,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
북부갑제동86,1,,경상북도 경산시 대동 214-1,35.83049163,128.7521801,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
북부계양동1,1,,경상북도 경산시 계양동 116,35.83196662,128.7486647,,전용주,053-810-6127,경상북도 경산시 도로철도과,2025-07-31
