개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,최종수정시점
5130000,202451300000803464,경상북도 경산시청,경상북도 경산시 용성면 송림리 589-5,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803465,경상북도 경산시청,경상북도 경산시 용성면 송림리 589-5,,생활방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803466,경상북도 경산시청,경상북도 경산시 용성면 외촌리 산 21-2,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803467,경상북도 경산시청,경상북도 경산시 남천면 협석리 556,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803468,경상북도 경산시청,경상북도 경산시 남천면 협석리 556,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803469,경상북도 경산시청,경상북도 경산시 중산동 501,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803470,경상북도 경산시청,경상북도 경산시 중산동 501,,생활방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803471,경상북도 경산시청,경상북도 경산시 와촌면 동강리 285-51,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803472,경상북도 경산시청,경상북도 경산시 와촌면 동강리 285-51,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803473,경상북도 경산시청,경상북도 경산시 와촌면 동강리 285-51,,생활방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803474,경상북도 경산시청,경상북도 경산시 와촌면 음양리 산146,,차량방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803475,경상북도 경산시청,경상북도 경산시 와촌면 음양리 산146,,생활방범,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803476,경상북도 경산시청,경상북도 경산시 상방동 10,,시설물관리,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803477,경상북도 경산시청,경상북도 경산시 상방동 10,,시설물관리,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803478,경상북도 경산시청,경상북도 경산시 상방동 10,,시설물관리,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803479,경상북도 경산시청,경상북도 경산시 사정동 301-1,,재난재해,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803480,경상북도 경산시청,경상북도 경산시 용성면 고은리 778-34,,재난재해,1,200,,30,200910,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803481,경상북도 경산시청,경상북도 경산시 진량읍 선화리 1438-3,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803482,경상북도 경산시청,경상북도 경산시 조영동 554,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:12
5130000,202451300000803483,경상북도 경산시청,경상북도 경산시 조영동 554,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803484,경상북도 경산시청,경상북도 경산시 조영동 554,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803485,경상북도 경산시청,경상북도 경산시 하양읍 대조리 458-1,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803486,경상북도 경산시청,경상북도 경산시 하양읍 대조리 458-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803487,경상북도 경산시청,경상북도 경산시 임당동 605,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803488,경상북도 경산시청,경상북도 경산시 임당동 605,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803489,경상북도 경산시청,경상북도 경산시 조영동 251-14,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803490,경상북도 경산시청,경상북도 경산시 조영동 251-14,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803491,경상북도 경산시청,경상북도 경산시 대동 158-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803492,경상북도 경산시청,경상북도 경산시 대동 158-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803493,경상북도 경산시청,경상북도 경산시 압량읍 부적리 383-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803494,경상북도 경산시청,경상북도 경산시 압량읍 부적리 383-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803495,경상북도 경산시청,경상북도 경산시 압량읍 부적리 383-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803496,경상북도 경산시청,경상북도 경산시 평산동 96-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803497,경상북도 경산시청,경상북도 경산시 평산동 96-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803498,경상북도 경산시청,경상북도 경산시 하양읍 금락리 116-17,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803499,경상북도 경산시청,경상북도 경산시 하양읍 금락리 116-17,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803500,경상북도 경산시청,경상북도 경산시 삼북동 281-37,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803501,경상북도 경산시청,경상북도 경산시 삼북동 281-37,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803502,경상북도 경산시청,경상북도 경산시 삼풍동 503-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803503,경상북도 경산시청,경상북도 경산시 삼풍동 510-2,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803504,경상북도 경산시청,경상북도 경산시 삼풍동 504-5,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803505,경상북도 경산시청,경상북도 경산시 삼풍동 519-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803506,경상북도 경산시청,경상북도 경산시 삼풍동 519-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803507,경상북도 경산시청,경상북도 경산시 옥산동 228-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803508,경상북도 경산시청,경상북도 경산시 옥산동 228-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803509,경상북도 경산시청,경상북도 경산시 옥산동194-9,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803510,경상북도 경산시청,경상북도 경산시 옥산동194-9,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803511,경상북도 경산시청,경상북도 경산시 옥산동 847,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803512,경상북도 경산시청,경상북도 경산시 옥산동 864,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803513,경상북도 경산시청,경상북도 경산시 옥산동 862-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803514,경상북도 경산시청,경상북도 경산시 사정동 86-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803515,경상북도 경산시청,경상북도 경산시 사정동 86-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803516,경상북도 경산시청,경상북도 경산시 하양읍 금락리 116-272,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803517,경상북도 경산시청,경상북도 경산시 하양읍 금락리 116-272,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803518,경상북도 경산시청,경상북도 경산시 하양읍 금락리 116-272,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803519,경상북도 경산시청,경상북도 경산시 하양읍 금락리 116-272,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803520,경상북도 경산시청,경상북도 경산시 조영동 280-19,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803521,경상북도 경산시청,경상북도 경산시 조영동 280-19,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803522,경상북도 경산시청,경상북도 경산시 신교동 38-2,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803523,경상북도 경산시청,경상북도 경산시 신교동 38-2,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803524,경상북도 경산시청,경상북도 경산시 신교동 38-2,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803525,경상북도 경산시청,경상북도 경산시 신교동 38-2,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803526,경상북도 경산시청,경상북도 경산시 신교동 38-2,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803527,경상북도 경산시청,경상북도 경산시 옥산동 736-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803528,경상북도 경산시청,경상북도 경산시 옥산동 736-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803529,경상북도 경산시청,경상북도 경산시 옥산동 46-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803530,경상북도 경산시청,경상북도 경산시 옥산동 46-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803531,경상북도 경산시청,경상북도 경산시 옥산동 46-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803532,경상북도 경산시청,경상북도 경산시 중방동 322-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803533,경상북도 경산시청,경상북도 경산시 중방동 322-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803534,경상북도 경산시청,경상북도 경산시 중방동 322-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803535,경상북도 경산시청,경상북도 경산시 중방동 321-19,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803536,경상북도 경산시청,경상북도 경산시 중방동 321-19,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803537,경상북도 경산시청,경상북도 경산시 중방동 321-19,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803538,경상북도 경산시청,경상북도 경산시 중방동 321-19,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803539,경상북도 경산시청,경상북도 경산시 신교동 67,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803540,경상북도 경산시청,경상북도 경산시 신교동 67,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803541,경상북도 경산시청,경상북도 경산시 신교동 67,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803542,경상북도 경산시청,경상북도 경산시 신교동 63,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803543,경상북도 경산시청,경상북도 경산시 신교동 63,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803544,경상북도 경산시청,경상북도 경산시 신교동 63,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803545,경상북도 경산시청,경상북도 경산시 사동 661,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:13
5130000,202451300000803546,경상북도 경산시청,경상북도 경산시 사동 661,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803547,경상북도 경산시청,경상북도 경산시 사동 661,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803548,경상북도 경산시청,경상북도 경산시 사동 661,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803549,경상북도 경산시청,경상북도 경산시 사동 661,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803550,경상북도 경산시청,경상북도 경산시 사동 661,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803551,경상북도 경산시청,경상북도 경산시 옥산동 872,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803552,경상북도 경산시청,경상북도 경산시 옥산동 872,,차량방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803553,경상북도 경산시청,경상북도 경산시 옥산동 872,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803554,경상북도 경산시청,경상북도 경산시 옥산동 872,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803555,경상북도 경산시청,경상북도 경산시 옥산동 872,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803556,경상북도 경산시청,경상북도 경산시 옥산동 872,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803557,경상북도 경산시청,경상북도 경산시 옥산동 872,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803558,경상북도 경산시청,경상북도 경산시 옥산동 872,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803559,경상북도 경산시청,경상북도 경산시 중방동818-88,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803560,경상북도 경산시청,경상북도 경산시 중방동818-88,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803561,경상북도 경산시청,경상북도 경산시 중방동818-88,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803562,경상북도 경산시청,경상북도 경산시 정평동 255-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803563,경상북도 경산시청,경상북도 경산시 정평동 255-3,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803564,경상북도 경산시청,경상북도 경산시 진량읍 신상리 783-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803565,경상북도 경산시청,경상북도 경산시 진량읍 신상리 783-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803566,경상북도 경산시청,경상북도 경산시 진량읍 신상리 774,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803567,경상북도 경산시청,경상북도 경산시 진량읍 신상리 774,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803568,경상북도 경산시청,경상북도 경산시 진량읍 신상리 774,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803569,경상북도 경산시청,경상북도 경산시 진량읍 봉회리 71-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803570,경상북도 경산시청,경상북도 경산시 진량읍 봉회리 71-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803571,경상북도 경산시청,경상북도 경산시 진량읍 봉회리 71-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803572,경상북도 경산시청,경상북도 경산시 진량읍 봉회리 71-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803573,경상북도 경산시청,경상북도 경산시 진량읍 봉회리 71-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803574,경상북도 경산시청,경상북도 경산시 진량읍 부기리 126-23,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803575,경상북도 경산시청,경상북도 경산시 진량읍 부기리 126-23,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803576,경상북도 경산시청,경상북도 경산시 진량읍 부기리 126-23,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803577,경상북도 경산시청,경상북도 경산시 진량읍 부기리 126-23,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803578,경상북도 경산시청,경상북도 경산시 진량읍 부기리 162-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803579,경상북도 경산시청,경상북도 경산시 진량읍 부기리 162-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803580,경상북도 경산시청,경상북도 경산시 진량읍 부기리 162-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803581,경상북도 경산시청,경상북도 경산시 진량읍 다문리 261,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803582,경상북도 경산시청,경상북도 경산시 진량읍 다문리 261,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803583,경상북도 경산시청,경상북도 경산시 와촌면 계당리 1468,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803584,경상북도 경산시청,경상북도 경산시 와촌면 계당리 1468,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803585,경상북도 경산시청,경상북도 경산시 하양읍 남하리 361-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803586,경상북도 경산시청,경상북도 경산시 하양읍 남하리 361-1,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803587,경상북도 경산시청,경상북도 경산시 하양읍 남하리 796,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803588,경상북도 경산시청,경상북도 경산시 하양읍 남하리 796,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803589,경상북도 경산시청,경상북도 경산시 하양읍 남하리 796,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803590,경상북도 경산시청,경상북도 경산시 용성면 당리리 150-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803591,경상북도 경산시청,경상북도 경산시 용성면 당리리 150-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803592,경상북도 경산시청,경상북도 경산시 용성면 당리리 150-4,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803593,경상북도 경산시청,경상북도 경산시 용성면 당리리 161,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803594,경상북도 경산시청,경상북도 경산시 용성면 당리리 161,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803595,경상북도 경산시청,경상북도 경산시 용성면 당리리 161,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803596,경상북도 경산시청,경상북도 경산시 하양읍 금락리 133-2,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803597,경상북도 경산시청,경상북도 경산시 하양읍 금락리 133-2,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803598,경상북도 경산시청,경상북도 경산시 하양읍 금락리 133-2,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
5130000,202451300000803599,경상북도 경산시청,경상북도 경산시 하양읍 금락리 133-2,,생활방범,1,200,,30,201010,053-810-5182,35.902429,128.828693,2024-11-28,2024-11-28 17:00:14
